clean_text,sentiment
pembeli puas bos feedback positif thanks bos,positif
trims barang diterima,positif
sip gan hehehe brg sdh nyampe,positif
terimakasih kak,positif
recomended seller responsif pelayanan juara jam nya mumer kece makasih kak,positif
sekelas jam mumer jam recomended keren kak makasih,positif
kak kereenn makasih yaa,positif
sip joss cepet recomended,positif
recommend seller walopun lama proses pengirimannya,positif
barang thx gan,positif
barang terima sangat baik terimasih,positif
terimakasih selamat sukses,positif
barang hari kamis sayang barang yg dikirim yg order sebelumnya segel pemutar jamnya jadinya jamnya jalan overall jamnya,netral
barang dah makasih next order,positif
terima kasih barangnya udh sampe,positif
barang diterima trmksh,positif
barang diterima bagus tmn kantor ku jadi pengen terimksh,positif
alhamdulillah smg awet,positif
barang diterima baik cuma latar jamnya lebih ungu foto toko aslinya,positif
sesuai harga lumayanlah,netral
barang bagus recommend tuk dibeli,positif
okee lumayan,positif
barangnya sampainya cukup lama,positif
barang gan thx,netral
terima kasih jam sdh sesuai gambar,netral
sorry gan brg yg sy terima sesuai pesanan sya pesan warna hitam merah dtgnya ungu semua papalah,netral
keren lah jamnya modelnya oke dipakai begaya,positif
terimakasih cust suka sama jam nya,positif
terimakasih paket,positif
kemasan rapi proses n pengiriman cepat top gan,positif
mantab barang udah sampe thanks,positif
barang terima sangat baik terimasih,positif
kualitas lumayan respon slow,netral
barang terima kasih gan kt yg beli suka thx yaa,positif
barang dah makasih next order,positif
terima mba thank you n cek after office hours,positif
mantabs sesuai pesanan next mau order lg ach model yg lainnya,positif
barang diterima trims,positif
biar bintang yg berbicara,positif
paket dah sampe gan teruji alat ny jam perlu dibongkar,positif
barang diterima baik gan packing aman mudah an barangnya awet makasih kerjasamanya gan,positif
terimakasih barang sampe bagus semoga awet,positif
barang oke punya yg kurang pengirimannya lambat,positif
terima kasih gan barang mendarat selamat,positif
terimakasih barang,positif
nice semoga awet kereen,positif
barang sesuai harga bass mantap,positif
barang sampe berfungsi baik,positif
ramah fast respon recommended,positif
sedikit lama respon mengirimnya barangnya oke pas keyboard,netral
produk sesuai deskripsi layanan cepat recomended seller,positif
penjual super laris terus gan,positif
barang cepat tanx gan,positif
bagus sesuai deskripsi rekomended,positif
gan barangnya udh diterima baik respon cepet,positif
berfungsi maksimal pengiriman sangat cepat mantap,positif
barang cepat respon cepat semoga awet,positif
gan barangnya udh diterima baik respon cepet,positif
mantul cepat tujuan keren,positif
berfungsi kualitas sesuai harga,positif
respon pengiriman barang sangat cepat thanks,positif
cpt smp bagus berfungsi,positif
produk sesuai pesanan respon super cepat mantap,positif
baru semalam belanja jam pagi udah sampe mantul,positif
bagus murah cepat pengirimannya recomended,positif
terima kasih pengirimannya cepat sekali product nya bagus berfungsi sangat baik,positif
so far barang diterima baik smg awet rusak,positif
kaget pas pegang kardusnya lebih berat yg kira alasannya build quality produk memang lumayan bagus dominan plastik finishingnya mantap kabel ketebalan yg pas keypadnya yg empuk mantap dah seller cukup responsif cmn note kedepannya lebih diperhatikan kemasanny terlebih yg dikirim kluar kota beberapa kardus kondisinya penyok terima kasih sukses selalu,positif
brg cukup,positif
kondisi barang bagus keypad nya empuk good bngt,positif
berfungsi baik rekomen,positif
respon pengiriman barang sangat cepat thanks,positif
sy pesan merek m tech diksh nya merek nisuta gpp mirip,positif
pengiriman cepat brang sesuai dekripsi,positif
respon cepat packing rapi barang cepat,positif
sesuai deskripsi cepat,positif
mantap pengiriman cepat semoga awet,positif
barang respon cepat packing rapi,positif
barang cakep coy lebih bagus m tech serius kaga boong,positif
mantap betul mudah an udah karakter,positif
gan diterima dipakai makasih,positif
barang sesuai pesanan fast respon terima kasih,positif
mantap sesuai deskripsi penju cepat tanggap,positif
lancar flaahdisk yg lancar bab,positif
barang terima terima kasih,positif
paket hari sampe wuz wuz mantap pertahankan bro,positif
brg bagus cepat sampainya thank gan,positif
barang sesuai deskripsi recomended,positif
sinyal sangat kuat kecepatan itenternet cepat,positif
normal thanks,positif
produk oke sesuai pesanan ditest ciamik,positif
fast respon pesanan ditrima thnks gan,positif
barang punya bagus,positif
sesuai pesanan cepat,positif
cepet recomended,positif
barang sdh diterima kualitas terima kasih,positif
bagus terima kasih,positif
proses sangat cepat waktu selesai cekout langsung diproses,positif
barang sesuai produk oke kualitas oke,positif
respon cepat pengiriman cepet mksh gan,positif
mkasih gan pketna dah nyampe sesuai pesanan,positif
trims barang sesuai deskripsi,positif
berfungsi baik terimakasih,positif
mantap barang sesuai harapan yg utama pelayanannya cepat sekali,positif
proses cepat sesuai pesanan,positif
barang mantap oke sya saran jumlah expedisinya dibuat banyak pelanggan memilih,positif
barang sesui keterangan sedikit kecewa pesen warna putih minimal abu sesuai gambar klo cancle tetap kirim warna yg,positif
pengiriman cepat sesuai,positif
mantab benar benar puas,positif
mantap gan pesanan,positif
barang gan bagus sesuai deskripsi mantap dah,positif
packing rapih barang berfungsi baik,positif
top agan makasih banyak,positif
kabel berfungsi normal,positif
barang baru oke blom ditest,positif
barang oke sesuai pesanan,positif
lebih lentur kabel biasa spek sesuai deskripsi,positif
tks gan barang diterima,positif
minta yg warna abu dikirim nya warna biru,netral
kualitas produk gan,positif
sesuai pesanan mantap gan,positif
berfungsi normal masalah,positif
respon pengiriman cepat mantap,positif
brg bagus sesuai deskripsi,positif
bagus produk mantap,positif
minta warna abu malah biru,netral
terima kasih cepat sampainya barang sesuai,positif
kualitas cukup baik harganya mantap,positif
mantap barang bagus sesuai pesanan respon cepat,positif
barang sesuai deskripsi thx gan,positif
barangnya tjakep klo warnanya sesuai yg digambar,positif
barang diterima,positif
salah satu toko pelayanan terbaik setokopedia,positif
mantap berfungsi baik,positif
biar bintang yg bicara,positif
barang diterima good service,positif
sesuai deskripsi pasang berfingsi baik mantul,positif
barang sesuai deskripsi penjual responsif kooperatif dn ramah pengiriman cepat kemasan pengiriman rapi aman,positif
seller cepat responsenya kirim cepat aman barang sesuai deskripsi mantap,positif
streaming bokep makin lancar jaya,positif
tap man bnb sbe sbs sh,positif
barang oke sesuai pesanan,positif
produk diterima sesuai tertera deskripsi produk penjual sangat cepat memproses transaksi senang berbelanja toko,positif
respon pengiriman cepat mantap,positif
bagus pak eko sesuailah harga,positif
trimakasih brang sdh terima,positif
kabel cat murah cepat pengirimannya,positif
barang tepat wkt paking oke sdh dicoba smua berfungsi baik seller fast response recommended,positif
mkasih gan peketnya dah nyampe sesuai pesanan,positif
biar bintang yg bicara,positif
barang diterima good service,positif
mantul cepat tujuan keren,positif
kabelnya plastik jadi susah bikin lurus anyway sesuai deskripsi pengiriman super cepat,positif
dipasang mantab semoga awet pelayanan cepat,positif
kabel cacat sma skali bagus,positif
pengiriman cepat packing rapi safety recommended,positif
barang dicoba semua sesuai pesanan seller fast response,positif
pembelian kedua so far so good pembelian kedua so far so good,positif
fast respon barangnya,positif
respon sangat cepat pengiriman cepat terima kasih,positif
barang nyampai bagus sdh pakai pengiriman cepat terimakasih,positif
respon cepat barang jg datang kondisi normal tnp kendala,positif
teerimma kasih,positif
bahan material kabelnya bagus berfungsi baik terimakasih semoga awet,positif
bagus seller response cepet recommended seller,positif
respon cepat proses pengiriman kilat mksh gan,positif
mantap brg bagus verjln normal,positif
respon mantab layanan cepat,positif
barang sesuai yg dipesan respon cepat thanks,positif
fast respond kirim thx,positif
barang sdh mksh,positif
barang baru oke sdh ditest berfungsi baik good,positif
merk berbeda deskripsi foto,negatif
barang udah mendarat gan,positif
mantap barang bagus sesuai pesanan respon cepat,positif
barang baru nyampai ka napa nyambung interbetnya,positif
barang bekerja baik,positif
biar bintang yg bicara,positif
produk sesuai respon cepat,positif
kardusnya penyok yg penting isinya,positif
sdh sy coba daya tangkapnya biasa mengangkap wifi jarak kurang lebih meter batang signal,netral
respon penjual barangnya bagus pengiriman cepat,positif
biarlah bintang bicara sendiri,positif
barang datang selamat terimakasih,positif
respon cepat produks sesuai deskripsi,positif
mantabb fast respon barang sesuai diskripsi,positif
barang oke setting pilihan lokasi negara country inggris china indonesia,positif
seller yg menyenangkan respin cepat,positif
produk oke cuma pengiriman lama biasanya,positif
mantap dah selamat,positif
respon cepat brg tiba datang cepat visual functional is,positif
mantap gan udah tes pokonya markotop kali ane order,positif
top ntap,positif
barang berfungsi baik masalah fast respond,positif
bekerja baik smoga awet,positif
fast respon barang blom test karna udah plang kantor,positif
barang dah selamat barang coba setting respon penjual,positif
kondisi barang baru oke blom test,positif
barang dah selamat barang coba setting respon penjual,positif
mantap sangat membantu,positif
barang yg dikirim merk jxd beda merk barang contoh foto merk nyk tetap jenis cat e x melakukan transaksi usahakan barang yg dikirim sample foto biar konsumen kecewa,positif
pengiriman cepat sesuai,positif
sesuai foto deskripsi,positif
bagus lah sedap wangi karakter,positif
sesuai iklan,positif
recommended seller fast response thanks seller,positif
mantab gacor,positif
maksiah gan paket usah diterima,positif
sdh sempat nyoba,netral
teerimma kasih,positif
produk bagus packing pengiriman bagus,positif
barang thanks seller,positif
harga kualitas sesuailah,positif
kurang mumuaskan kabelnya,negatif
kualitas barang sangat baik,positif
muantaf keren,positif
barang nya bagus pengiriman tapat waktu,positif
barang cepat kualitas kabel,positif
respon bagus packing rapi barang sesuai pesanan,positif
murah produktif keren harga ekonomiz paking rapih joss mengecewakan,positif
alhamdulillah barang baik harga murah barang coba,positif
gimana mau review dikirim jugal kagak padahal diskusi ngomong ready,negatif
barang sdh diterima baik sesuai pesanan packing bagus terimakasih,positif
cek lg gudangnya semua,positif
barang sampe belom dicoba makasih gan,positif
barang pengiriman cepat terimakasih,positif
pelayanan barang tks,positif
barang sdh makasih gan,positif
keren kuar biasa mantap,positif
pas ama gambar coba,positif
order kabel m satu panjang kualitasnya bagus rekomended seller lah,positif
harga murah kualitas istimewa testted posisi kabel tergulung kualitas gambar tetap,positif
pengiriman cepat packing rapih respect sigap,positif
barang sesuai pesanan berjalan baik,positif
respon mantap pengiriman via grab lebih oke gosend berdasarkan pengalaman barang dicoba mudah an berfungsi baik,positif
terimakasih gan,positif
pengiriman cepat kabel yg diterima bukan tipe flat cable,positif
barang murah berfungsi normal pengiriman cepat packing baik,positif
kabelnya sesuai deskrip pengiriman cepat respon seller bagus recomanded,positif
barang bagus sekali bos,positif
barang terima cepat sampe seller responsive thanks,positif
bagus mudah mudahan awet terima kasih,positif
barang diterima mulus sesuai berfungsi baik,positif
oke sesuai sama pesanan,positif
good tq,positif
barang bagus respon kirim hari,positif
barang selamat,positif
godfdf gvbkvvn butuh chung gigih gdd tu b j f,positif
produk sesuai bagus,positif
respon pengiriman cepat barang sesuai deskripsi,positif
sangat mantul pengiriman cepat produk bagus,positif
packing bagus barang sesuai,positif
samsung s samsung galaxy note,netral
sesuai pesanan jalan normal,positif
produk bagus sesuai desc harga oke,positif
barang sdh diterima trims,positif
barang bagus semua berfungsi baik,positif
fast respon and barang sesuai,positif
responnya sangat cepat terakomodir baik kebutuhan mantap,positif
barang diterima baik seller fast respon mantab,positif
trms gan fast packaging rapi brg sesuai iklan,positif
produk mantap gan sesuai pesanan dibungkus rapi,positif
barang cepat sesuai gambar,positif
barang sesuai ekspektasi pengiriman cepat,positif
barang bagus recommended seller,positif
kabel berfungsi baik terimakasih,positif
barang diterima dicoba charge bluetooth speaker berjalan sangat baik barang lama dipergunakan terima kasih,positif
